reference_id	former_id	id_bp	vfid	vsiid	ssid	feature_names	gene_host	recname_full	subname_full	Source	Literature Name	User Designated Name	Gene Name(s)	Virulence Factor Type	Short Description	Long Description	Update Date	Status	Protein Sequences	Nucleotide Sequences	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID08071	7720|vfid|47895|vsiid|68732|ssid|gamma-hemolysin_component_B_[Staphylococcus_aureus_subsp._aureus_MW2]	978	7720	47895	68732	gamma-hemolysin_component_B_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21284073"" target=""_blank"">21284073</a>"	NP_647161.1	NP_647161|gamma-hemolysin component B|NP_647161	protein toxin	gamma-hemolysin component B [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:31PM	virulence factor	Yes	Yes	978	798	977	0.9989756199999996	382110	165259.4379933888	3640946.2452812814	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1566	61	161.53745698781535	3502.180476350218	165.17122391392164	3580.961632259937
ID02959	7511|vfid|8909|vsiid|10827|ssid|hypothetical_protein_SA0114_[Staphylococcus_aureus_subsp._aureus_N315]	1755	7511	8909	10827	hypothetical_protein_SA0114_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15925822"" target=""_blank"">15925822</a>"	NP_373355.1	NP_373355|SAS0116	virulence protein	hypothetical protein SA0114 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:37AM	virulence factor	Yes	Yes	1755	1284	1371	0.7811962880000065	684615	165000.78572372033	3635247.6962512378	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2867	193	295.7393928378459	6411.718662641172	168.51247455147913	3653.400947373887
ID12967	2712|vfid|47935|vsiid|68772|ssid|capsular_polysaccharide_synthesis_enzyme_Cap8J_[Staphylococcus_aureus_subsp._aureus_MW2]	558	2712	47935	68772	capsular_polysaccharide_synthesis_enzyme_Cap8J_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281862"" target=""_blank"">21281862</a>"	NP_644948.1	NP_644948|capsular polysaccharide synthesis enzyme Cap8J|NP_644948	virulence protein	capsular polysaccharide synthesis enzyme Cap8J [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	558	614	557	0.9982068800000004	216552	164151.44983202004	3616535.383275852	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	905	106	93.35338350828413	2023.929330202393	167.2999704449536	3627.113494986367
ID16784	7700|vfid|9296|vsiid|11230|ssid|cysteine_protease_[Staphylococcus_aureus_subsp._aureus_MW2]	330	7700	9296	11230	cysteine_protease_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21282659"" target=""_blank"">21282659</a>"	NP_645747.1	NP_645747|cysteine protease|NP_645747	virulence protein	cysteine protease [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	330	542	329	0.9969693000000024	128009	164075.33051594376	3614858.345392712	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	545	155	56.21833592487828	1218.830370121883	170.35859371175235	3693.4253640057054
ID02954	2691|vfid|3122|vsiid|3663|ssid|Map-ND2C_protein_[Staphylococcus_aureus]	1755	2691	3122	3663	Map-ND2C_protein_[Staphylococcus_aureus]	Staphylococcus_aureus			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=8648965"" target=""_blank"">8648965</a>"	CAB94853.1	CAB94853|Map|CAB94853	virulence protein	Map-ND2C protein [Staphylococcus aureus]		Jan 28 2010 02:47PM	virulence factor	Yes	Yes	1755	924	1697	0.9669510150000068	674926	162665.61542672548	3583799.9264405	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2743	347	282.94843200356166	6134.4067986134405	161.2241777798072	3495.388489238428
ID05398	7512|vfid|8911|vsiid|10829|ssid|hypothetical_protein_SA0115_[Staphylococcus_aureus_subsp._aureus_N315]	1257	7512	8911	10829	hypothetical_protein_SA0115_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15925823"" target=""_blank"">15925823</a>"	NP_373356.1	NP_373356|SAS0117	virulence protein	hypothetical protein SA0115 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:37AM	virulence factor	Yes	Yes	1257	637	1238	0.9848843500000016	480111	161556.00356760845	3559353.2916145166	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2017	80	208.05941937702656	4510.79056245108	165.5206200294563	3588.536644750262
ID17494	7714|vfid|9327|vsiid|11278|ssid|hypothetical_protein_MW0258_[Staphylococcus_aureus_subsp._aureus_MW2]	294	7714	9327	11278	hypothetical_protein_MW0258_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281987"" target=""_blank"">21281987</a>"	NP_645073.1	NP_645073|hypothetical protein|NP_645073	virulence protein	hypothetical protein MW0258 [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 03:05PM	virulence factor	Yes	Yes	294	476	293	0.9965981600000016	111478	160383.08423133846	3533511.8854881027	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	479	155	49.410243867920535	1071.2288941071229	168.06205397251884	3643.635694241914
ID08507	7719|vfid|47893|vsiid|68730|ssid|gamma-hemolysin_chain_II_precursor_[Staphylococcus_aureus_subsp._aureus_MW2]	930	7719	47893	68730	gamma-hemolysin_chain_II_precursor_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21284071"" target=""_blank"">21284071</a>"	NP_647159.1	NP_647159|gamma-hemolysin chain II precursor|NP_647159	protein toxin	gamma-hemolysin chain II precursor [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:31PM	virulence factor	Yes	Yes	930	757	929	0.9989255099999964	352107	160143.17451513655	3528226.2667602524	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1443	54	148.84964906348503	3227.1049983227103	160.05338608976888	3470.005374540549
ID07100	2710|vfid|3160|vsiid|3720|ssid|capsular_polysaccharide_synthesis_enzyme_Cap8H_[Staphylococcus_aureus_subsp._aureus_MW2]	1080	2710	3160	3720	capsular_polysaccharide_synthesis_enzyme_Cap8H_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281860"" target=""_blank"">21281860</a>"	NP_644946.1	NP_644946|capsular polysaccharide synthesis enzyme Cap8H|NP_644946	virulence protein	capsular polysaccharide synthesis enzyme Cap8H [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	1080	497	1079	0.9990740459999988	398367	156018.58053125054	3437354.452349627	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1637	115	168.86131359454262	3660.963882366096	156.35306814309504	3389.7813725612004
ID09974	7547|vfid|8981|vsiid|10899|ssid|hypothetical_protein_SA0981_[Staphylococcus_aureus_subsp._aureus_N315]	822	7547	8981	10899	hypothetical_protein_SA0981_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15926718"" target=""_blank"">15926718</a>"	NP_374251.1	NP_374251|SAS1013	virulence protein	hypothetical protein SA0981 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:38AM	virulence factor	Yes	Yes	822	780	819	0.9963520099999996	300487	154621.7531146984	3406579.9707263447	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1246	102	128.52852580256575	2786.5369562786536	156.3607369860897	3389.9476353754912
ID16144	12282|vfid|50910|vsiid|71747|ssid|RecName:_Full=Large-conductance_mechanosensitive_channel;_	363	12282	50910	71747	RecName:_Full=Large-conductance_mechanosensitive_channel;_		Large-conductance_mechanosensitive_channel		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/MSCL_STAAU"" target=""_blank"">P68805</a>"	P68805	RecName: Full=Large-conductance mechanosensitive channel; |Name=mscL; OrderedLocusNames=SAOUHSC_01345;	virulence protein	RecName: Full=Large-conductance mechanosensitive channel; 		Oct 4 2010 02:23AM	virulence factor	Yes	Yes	363	551	362	0.9972449600000024	132301	154160.5405769756	3396418.6747792675	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	559	109	57.66247666423295	1250.139774125014	158.8497979730935	3443.911223484887
ID08015	7701|vfid|47923|vsiid|68760|ssid|serine_protease;_V8_protease;_glutamyl_endopeptidase_[Staphylococcus_aureus_subsp._aureus_MW2]	984	7701	47923	68760	serine_protease;_V8_protease;_glutamyl_endopeptidase_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21282661"" target=""_blank"">21282661</a>"	NP_645749.1	NP_645749|serine protease; V8 protease; glutamyl endopeptidase|NP_645749	virulence protein	serine protease; V8 protease; glutamyl endopeptidase [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	984	896	853	0.866869799999995	345690	148596.45231371466	3273832.355253335	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1410	6	145.44560303500617	3153.3042603153303	147.81057219004694	3204.5775003204576
ID08694	7564|vfid|9015|vsiid|10933|ssid|ferric_hydroxamate_receptor_1_[Staphylococcus_aureus_subsp._aureus_MW2]	912	7564	9015	10933	ferric_hydroxamate_receptor_1_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21283674"" target=""_blank"">21283674</a>"	NP_646762.1	NP_646762|SASd1945	virulence protein	ferric hydroxamate receptor 1 [Staphylococcus aureus subsp. aureus MW2]		Nov 27 2007 10:39AM	virulence factor	Yes	Yes	912	546	911	0.9989028500000016	318138	147549.39426969117	3250763.887271909	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1291	1	133.17040675049148	2887.1743262887176	146.02018284045118	3165.761322684997
ID08192	7706|vfid|9309|vsiid|11250|ssid|hypothetical_protein_MW1016_[Staphylococcus_aureus_subsp._aureus_MW2]	966	7706	9309	11250	hypothetical_protein_MW1016_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21282745"" target=""_blank"">21282745</a>"	NP_645833.1	NP_645833|ORFID:MW1016~hypothetical protein, similar to ferrichrome ABC transporter|NP_645833	virulence protein	hypothetical protein MW1016 [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:33PM	virulence factor	Yes	Yes	966	829	881	0.9120090200000016	329685	144357.31123928595	3180436.8737875423	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1356	28	139.8753458974953	3032.539416303254	144.79849471790405	3139.274758077903
ID03170	30807|vfid|73266|vsiid|99676|ssid|RecName:_Full=Urease_subunit_alpha;_EC=3.5.1.5;_AltName:_Full=Urea_amidohydrolase_subunit_alpha;_	1716	30807	73266	99676	RecName:_Full=Urease_subunit_alpha;_EC=3.5.1.5;_AltName:_Full=Urea_amidohydrolase_subunit_alpha;_		Urease_subunit_alpha		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/P67405"" target=""_blank"">P67405</a>"	P67403	RecName: Full=Urease subunit alpha; EC=3.5.1.5; AltName: Full=Urea amidohydrolase subunit alpha; |Name=ureC; OrderedLocusNames=MW2208;	virulence protein	RecName: Full=Urease subunit alpha; EC=3.5.1.5; AltName: Full=Urea amidohydrolase subunit alpha; 		Apr 30 2011 01:16PM	virulence factor	Yes	Yes	1716	950	1712	0.9976684250000156	572979	141233.63742407376	3111617.03156204	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2394	135	246.9480664296488	5353.908084535391	143.90912962100745	3119.993056256056
ID04887	24165|vfid|58271|vsiid|79138|ssid|hypothetical_protein_SAV0334_[Staphylococcus_aureus_subsp._aureus_Mu50]	1356	24165	58271	79138	hypothetical_protein_SAV0334_[Staphylococcus_aureus_subsp._aureus_Mu50]	Staphylococcus_aureus_subsp._aureus_Mu50			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_370858"" target=""_blank"">NP_370858</a>"	NP_370858.1	NP_370858|NP_370858	antibiotic resistance	hypothetical protein SAV0334 [Staphylococcus aureus subsp. aureus Mu50]		Feb 8 2010 05:28PM	virulence factor	Yes	Yes	1356	521	1355	0.999262851999998	452325	141093.70086323904	3108533.99133187	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1851	69	190.93603632467835	4139.550486413955	140.8082863751315	3052.76584543802
ID07963	7541|vfid|8969|vsiid|10887|ssid|lipoprotein_[Staphylococcus_aureus_subsp._aureus_MW2]	993	7541	8969	10887	lipoprotein_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281817"" target=""_blank"">21281817</a>"	NP_644903.1	NP_644903|SASd0088	virulence protein	lipoprotein [Staphylococcus aureus subsp. aureus MW2]		Nov 27 2007 10:38AM	virulence factor	Yes	Yes	993	562	992	0.9989933600000028	322768	137485.83177171138	3029046.5043733977	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1337	156	137.9154406083711	2990.048082299005	138.8876541876849	3011.1259640473363
ID17251	2698|vfid|3136|vsiid|3684|ssid|intercellular_adhesion_protein_D_[Staphylococcus_aureus_subsp._aureus_MW2]	306	2698	3136	3684	intercellular_adhesion_protein_D_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21284316"" target=""_blank"">21284316</a>"	NP_647404.1	NP_647404|intercellular adhesion protein D|NP_647404	virulence protein	intercellular adhesion protein D [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	306	425	305	0.9967316500000004	97644	134971.12205337198	2973643.1760180965	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	428	119	44.14944546027138	957.1732080957172	144.27923353029863	3128.017019920645
ID05889	7516|vfid|8919|vsiid|10837|ssid|hypothetical_protein_SA0119_[Staphylococcus_aureus_subsp._aureus_N315]	1203	7516	8919	10837	hypothetical_protein_SA0119_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15925827"" target=""_blank"">15925827</a>"	NP_373360.1	NP_373360|SAS0121	virulence protein	hypothetical protein SA0119 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:37AM	virulence factor	Yes	Yes	1203	1195	1175	0.9767249900000072	382603	134523.90524039642	2963790.2296702145	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1597	172	164.73519719638642	3571.5084423571507	136.9369885256745	2968.8349479278063
ID08265	7716|vfid|47919|vsiid|68756|ssid|alpha-hemolysin_[Staphylococcus_aureus_subsp._aureus_MW2]	960	7716	47919	68756	alpha-hemolysin_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21282773"" target=""_blank"">21282773</a>"	NP_645861.1	NP_645861|Alpha-Hemolysin precursor|NP_645861	virulence protein	alpha-hemolysin [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:32PM	virulence factor	Yes	Yes	960	476	953	0.9927085500000008	297517	131086.2911006825	2888053.7486153897	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1220	54	125.8465501437642	2728.390920272839	131.0901563997544	2842.073875284208
ID10356	7563|vfid|9013|vsiid|10931|ssid|ferrichrome_transport_ATP-binding_protein_[Staphylococcus_aureus_subsp._aureus_MW2]	798	7563	9013	10931	ferrichrome_transport_ATP-binding_protein_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21282338"" target=""_blank"">21282338</a>"	NP_645426.1	NP_645426|SASd0609	virulence protein	ferrichrome transport ATP-binding protein [Staphylococcus aureus subsp. aureus MW2]		Nov 27 2007 10:39AM	virulence factor	Yes	Yes	798	538	694	0.8696742799999997	247063	130954.83629818403	2885157.575934468	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1030	32	106.24749725252224	2303.477580230348	133.14222713348653	2886.563383747303
ID11128	7554|vfid|8995|vsiid|10913|ssid|NPQTN_specific_sortase_B_[Staphylococcus_aureus_subsp._aureus_MW2]	735	7554	8995	10913	NPQTN_specific_sortase_B_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21282746"" target=""_blank"">21282746</a>"	NP_645834.1	NP_645834|SASd1017|NPQTN specific sortase B	virulence protein	NPQTN specific sortase B [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:33PM	virulence factor	Yes	Yes	735	640	734	0.9986388599999932	224219	129033.2972004036	2842822.804328233	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	925	89	95.4164417073622	2068.6570502068657	129.8182880372275	2814.499388036552
ID10814	7517|vfid|8921|vsiid|10839|ssid|hypothetical_protein_SA0120_[Staphylococcus_aureus_subsp._aureus_N315]	765	7517	8921	10839	hypothetical_protein_SA0120_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15925828"" target=""_blank"">15925828</a>"	NP_373361.1	NP_373361|SAS0122	virulence protein	hypothetical protein SA0120 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:37AM	virulence factor	Yes	Yes	765	626	759	0.9921573100000064	229454	126867.65736608257	2795110.078694262	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	942	5	97.1700411765786	2106.675612210668	127.0196616687302	2753.824329687147
ID04876	24171|vfid|58282|vsiid|79149|ssid|MATE_efflux_family_protein_[Staphylococcus_aureus_subsp._aureus_JH1]	1356	24171	58282	79149	MATE_efflux_family_protein_[Staphylococcus_aureus_subsp._aureus_JH1]	Staphylococcus_aureus_subsp._aureus_JH1			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=YP_001315542"" target=""_blank"">YP_001315542</a>"	YP_001315542.1	YP_001315542|YP_001315542	antibiotic resistance	MATE efflux family protein [Staphylococcus aureus subsp. aureus JH1]		Feb 8 2010 05:28PM	virulence factor	Yes	Yes	1356	588	1353	0.9977881409999978	399592	124644.70041528415	2746134.559584999	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1645	85	169.68653687417387	3678.8549703678855	125.1375640664999	2713.019889651833
ID14668	7437|vfid|8761|vsiid|10679|ssid|hypothetical_protein_MW1801_[Staphylococcus_aureus_subsp._aureus_MW2]	447	7437	8761	10679	hypothetical_protein_MW1801_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21283530"" target=""_blank"">21283530</a>"	NP_646618.1	NP_646618|SASd1801	virulence protein	hypothetical protein MW1801 [Staphylococcus aureus subsp. aureus MW2]		Nov 27 2007 10:39AM	virulence factor	Yes	Yes	447	477	446	0.997763229999999	129968	122983.15650176756	2709527.9236993664	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	539	56	55.59941846515484	1205.4120541205411	124.38348649922784	2696.6712620146336
ID12856	3616|vfid|52296|vsiid|73163|ssid|processes_AIP_into_an_unusual_partially_cyclic_structure_required_for_activity	570	3616	52296	73163	processes_AIP_into_an_unusual_partially_cyclic_structure_required_for_activity				"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR>"	"<a href=""none"" target=""_blank"">SACOL2023</a>"	agrB 	SACOL2023 agrB |Name=agrB; ORFNames=SA2023;	virulence protein	processes AIP into an unusual partially cyclic structure required for activity	integral membrane protein that modifies agrD (AIP), processing it to become active.  Part of quorum sensing response that activates virulence genes in Staph.	Jan 6 2010 05:09PM	virulence factor	Yes	Yes	570	428	569	0.9982460500000008	165233	122613.60322055905	2701386.036930386	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	685	107	70.65974331842499	1531.9244101531924	123.9644619621491	2687.586684479285
ID08510	5792|vfid|33510|vsiid|54333|ssid|RecName:_Full=Gamma-hemolysin_component_A;_AltName:_Full=H-gamma-2;_AltName:_Full=H-gamma-II;_Flags:_Precursor;_	930	5792	33510	54333	RecName:_Full=Gamma-hemolysin_component_A;_AltName:_Full=H-gamma-2;_AltName:_Full=H-gamma-II;_Flags:_Precursor;_		Gamma-hemolysin_component_A		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/P0A073"" target=""_blank"">P0A073</a>"	Gamma-hemolysin	Name=hlgA; Synonyms=hlg2; OrderedLocusNames=SAV2419;|Gamma-hemolysin component A precursor (H-gamma-2) (H-gamma-II). |RecName: Full=Gamma-hemolysin component A; AltName: Full=H-gamma-2; AltName: Full=H-gamma-II; Flags: Precursor; 	protein toxin	RecName: Full=Gamma-hemolysin component A; AltName: Full=H-gamma-2; AltName: Full=H-gamma-II; Flags: Precursor; 		Jan 14 2011 03:59PM	virulence factor	Yes	Yes	930	541	880	0.9462372199999988	253037	115084.756763673	2535512.755674309	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1043	54	107.588485081923	2332.550598233255	115.68654309884197	2508.118922831457
ID02413	7542|vfid|8971|vsiid|10889|ssid|hypothetical_protein_SA0976_[Staphylococcus_aureus_subsp._aureus_N315]	1938	7542	8971	10889	hypothetical_protein_SA0976_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15926713"" target=""_blank"">15926713</a>"	NP_374246.1	NP_374246|SAS1008	virulence protein	hypothetical protein SA0976 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:38AM	virulence factor	Yes	Yes	1938	625	1634	0.8431371559999983	517487	112943.79966435532	2488343.832635972	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	2121	11	218.7873220122327	4743.3747064743375	112.89335501147198	2447.561768046614
