sample-id,absolute-filepath,direction
1005,/data03/bio/rogachev_human/stool/1005_S157_R1_001.fastq.gz,forward
1005,/data03/bio/rogachev_human/stool/1005_S157_R2_001.fastq.gz,reverse
1006,/data03/bio/rogachev_human/stool/1006_S158_R1_001.fastq.gz,forward
1006,/data03/bio/rogachev_human/stool/1006_S158_R2_001.fastq.gz,reverse
1007,/data03/bio/rogachev_human/stool/1007_S1_R1_001.fastq.gz,forward
1007,/data03/bio/rogachev_human/stool/1007_S1_R2_001.fastq.gz,reverse
1008,/data03/bio/rogachev_human/stool/1008_S159_R1_001.fastq.gz,forward
1008,/data03/bio/rogachev_human/stool/1008_S159_R2_001.fastq.gz,reverse
1009,/data03/bio/rogachev_human/stool/1009_S2_R1_001.fastq.gz,forward
1009,/data03/bio/rogachev_human/stool/1009_S2_R2_001.fastq.gz,reverse
101,/data03/bio/rogachev_human/stool/101_S40_R1_001.fastq.gz,forward
101,/data03/bio/rogachev_human/stool/101_S40_R2_001.fastq.gz,reverse
1010,/data03/bio/rogachev_human/stool/1010_S3_R1_001.fastq.gz,forward
1010,/data03/bio/rogachev_human/stool/1010_S3_R2_001.fastq.gz,reverse
1011,/data03/bio/rogachev_human/stool/1011_S4_R1_001.fastq.gz,forward
1011,/data03/bio/rogachev_human/stool/1011_S4_R2_001.fastq.gz,reverse
1012,/data03/bio/rogachev_human/stool/1012_S5_R1_001.fastq.gz,forward
1012,/data03/bio/rogachev_human/stool/1012_S5_R2_001.fastq.gz,reverse
1013,/data03/bio/rogachev_human/stool/1013_S6_R1_001.fastq.gz,forward
1013,/data03/bio/rogachev_human/stool/1013_S6_R2_001.fastq.gz,reverse
1014,/data03/bio/rogachev_human/stool/1014_S7_R1_001.fastq.gz,forward
1014,/data03/bio/rogachev_human/stool/1014_S7_R2_001.fastq.gz,reverse
1015,/data03/bio/rogachev_human/stool/1015_S8_R1_001.fastq.gz,forward
1015,/data03/bio/rogachev_human/stool/1015_S8_R2_001.fastq.gz,reverse
1016,/data03/bio/rogachev_human/stool/1016_S9_R1_001.fastq.gz,forward
1016,/data03/bio/rogachev_human/stool/1016_S9_R2_001.fastq.gz,reverse
1017,/data03/bio/rogachev_human/stool/1017_S10_R1_001.fastq.gz,forward
1017,/data03/bio/rogachev_human/stool/1017_S10_R2_001.fastq.gz,reverse
1019,/data03/bio/rogachev_human/stool/1019_S11_R1_001.fastq.gz,forward
1019,/data03/bio/rogachev_human/stool/1019_S11_R2_001.fastq.gz,reverse
102,/data03/bio/rogachev_human/stool/102_S120_R1_001.fastq.gz,forward
102,/data03/bio/rogachev_human/stool/102_S120_R2_001.fastq.gz,reverse
1021,/data03/bio/rogachev_human/stool/1021_S12_R1_001.fastq.gz,forward
1021,/data03/bio/rogachev_human/stool/1021_S12_R2_001.fastq.gz,reverse
1022,/data03/bio/rogachev_human/stool/1022_S13_R1_001.fastq.gz,forward
1022,/data03/bio/rogachev_human/stool/1022_S13_R2_001.fastq.gz,reverse
1023,/data03/bio/rogachev_human/stool/1023_S14_R1_001.fastq.gz,forward
1023,/data03/bio/rogachev_human/stool/1023_S14_R2_001.fastq.gz,reverse
1024,/data03/bio/rogachev_human/stool/1024_S15_R1_001.fastq.gz,forward
1024,/data03/bio/rogachev_human/stool/1024_S15_R2_001.fastq.gz,reverse
1025,/data03/bio/rogachev_human/stool/1025_S16_R1_001.fastq.gz,forward
1025,/data03/bio/rogachev_human/stool/1025_S16_R2_001.fastq.gz,reverse
1026,/data03/bio/rogachev_human/stool/1026_S17_R1_001.fastq.gz,forward
1026,/data03/bio/rogachev_human/stool/1026_S17_R2_001.fastq.gz,reverse
1027,/data03/bio/rogachev_human/stool/1027_S18_R1_001.fastq.gz,forward
1027,/data03/bio/rogachev_human/stool/1027_S18_R2_001.fastq.gz,reverse
1028,/data03/bio/rogachev_human/stool/1028_S69_R1_001.fastq.gz,forward
1028,/data03/bio/rogachev_human/stool/1028_S69_R2_001.fastq.gz,reverse
1029,/data03/bio/rogachev_human/stool/1029_S19_R1_001.fastq.gz,forward
1029,/data03/bio/rogachev_human/stool/1029_S19_R2_001.fastq.gz,reverse
103,/data03/bio/rogachev_human/stool/103_S121_R1_001.fastq.gz,forward
103,/data03/bio/rogachev_human/stool/103_S121_R2_001.fastq.gz,reverse
104,/data03/bio/rogachev_human/stool/104_S41_R1_001.fastq.gz,forward
104,/data03/bio/rogachev_human/stool/104_S41_R2_001.fastq.gz,reverse
105,/data03/bio/rogachev_human/stool/105_S42_R1_001.fastq.gz,forward
105,/data03/bio/rogachev_human/stool/105_S42_R2_001.fastq.gz,reverse
106,/data03/bio/rogachev_human/stool/106_S43_R1_001.fastq.gz,forward
106,/data03/bio/rogachev_human/stool/106_S43_R2_001.fastq.gz,reverse
108,/data03/bio/rogachev_human/stool/108_S44_R1_001.fastq.gz,forward
108,/data03/bio/rogachev_human/stool/108_S44_R2_001.fastq.gz,reverse
109,/data03/bio/rogachev_human/stool/109_S122_R1_001.fastq.gz,forward
109,/data03/bio/rogachev_human/stool/109_S122_R2_001.fastq.gz,reverse
110,/data03/bio/rogachev_human/stool/110_S5_R1_001.fastq.gz,forward
110,/data03/bio/rogachev_human/stool/110_S5_R2_001.fastq.gz,reverse
111,/data03/bio/rogachev_human/stool/111_S115_R1_001.fastq.gz,forward
111,/data03/bio/rogachev_human/stool/111_S115_R2_001.fastq.gz,reverse
112,/data03/bio/rogachev_human/stool/112_S45_R1_001.fastq.gz,forward
112,/data03/bio/rogachev_human/stool/112_S45_R2_001.fastq.gz,reverse
113,/data03/bio/rogachev_human/stool/113_S46_R1_001.fastq.gz,forward
113,/data03/bio/rogachev_human/stool/113_S46_R2_001.fastq.gz,reverse
114,/data03/bio/rogachev_human/stool/114_S123_R1_001.fastq.gz,forward
114,/data03/bio/rogachev_human/stool/114_S123_R2_001.fastq.gz,reverse
115,/data03/bio/rogachev_human/stool/115_S124_R1_001.fastq.gz,forward
115,/data03/bio/rogachev_human/stool/115_S124_R2_001.fastq.gz,reverse
116,/data03/bio/rogachev_human/stool/116_S125_R1_001.fastq.gz,forward
116,/data03/bio/rogachev_human/stool/116_S125_R2_001.fastq.gz,reverse
117,/data03/bio/rogachev_human/stool/117_S126_R1_001.fastq.gz,forward
117,/data03/bio/rogachev_human/stool/117_S126_R2_001.fastq.gz,reverse
118,/data03/bio/rogachev_human/stool/118_S127_R1_001.fastq.gz,forward
118,/data03/bio/rogachev_human/stool/118_S127_R2_001.fastq.gz,reverse
119,/data03/bio/rogachev_human/stool/119_S128_R1_001.fastq.gz,forward
119,/data03/bio/rogachev_human/stool/119_S128_R2_001.fastq.gz,reverse
12,/data03/bio/rogachev_human/stool/12_S1_R1_001.fastq.gz,forward
12,/data03/bio/rogachev_human/stool/12_S1_R2_001.fastq.gz,reverse
12-1,/data03/bio/rogachev_human/stool/12_S89_R1_001.fastq.gz,forward
12-1,/data03/bio/rogachev_human/stool/12_S89_R2_001.fastq.gz,reverse
120,/data03/bio/rogachev_human/stool/120_S129_R1_001.fastq.gz,forward
120,/data03/bio/rogachev_human/stool/120_S129_R2_001.fastq.gz,reverse
121,/data03/bio/rogachev_human/stool/121_S130_R1_001.fastq.gz,forward
121,/data03/bio/rogachev_human/stool/121_S130_R2_001.fastq.gz,reverse
122,/data03/bio/rogachev_human/stool/122_S131_R1_001.fastq.gz,forward
122,/data03/bio/rogachev_human/stool/122_S131_R2_001.fastq.gz,reverse
123,/data03/bio/rogachev_human/stool/123_S47_R1_001.fastq.gz,forward
123,/data03/bio/rogachev_human/stool/123_S47_R2_001.fastq.gz,reverse
124,/data03/bio/rogachev_human/stool/124_S132_R1_001.fastq.gz,forward
124,/data03/bio/rogachev_human/stool/124_S132_R2_001.fastq.gz,reverse
125,/data03/bio/rogachev_human/stool/125_S133_R1_001.fastq.gz,forward
125,/data03/bio/rogachev_human/stool/125_S133_R2_001.fastq.gz,reverse
126,/data03/bio/rogachev_human/stool/126_S134_R1_001.fastq.gz,forward
126,/data03/bio/rogachev_human/stool/126_S134_R2_001.fastq.gz,reverse
127,/data03/bio/rogachev_human/stool/127_S6_R1_001.fastq.gz,forward
127,/data03/bio/rogachev_human/stool/127_S6_R2_001.fastq.gz,reverse
128,/data03/bio/rogachev_human/stool/128_S48_R1_001.fastq.gz,forward
128,/data03/bio/rogachev_human/stool/128_S48_R2_001.fastq.gz,reverse
129,/data03/bio/rogachev_human/stool/129_S49_R1_001.fastq.gz,forward
129,/data03/bio/rogachev_human/stool/129_S49_R2_001.fastq.gz,reverse
13,/data03/bio/rogachev_human/stool/13_S90_R1_001.fastq.gz,forward
13,/data03/bio/rogachev_human/stool/13_S90_R2_001.fastq.gz,reverse
130,/data03/bio/rogachev_human/stool/130_S7_R1_001.fastq.gz,forward
130,/data03/bio/rogachev_human/stool/130_S7_R2_001.fastq.gz,reverse
131,/data03/bio/rogachev_human/stool/131_S116_R1_001.fastq.gz,forward
131,/data03/bio/rogachev_human/stool/131_S116_R2_001.fastq.gz,reverse
133,/data03/bio/rogachev_human/stool/133_S135_R1_001.fastq.gz,forward
133,/data03/bio/rogachev_human/stool/133_S135_R2_001.fastq.gz,reverse
134,/data03/bio/rogachev_human/stool/134_S136_R1_001.fastq.gz,forward
134,/data03/bio/rogachev_human/stool/134_S136_R2_001.fastq.gz,reverse
136,/data03/bio/rogachev_human/stool/136_S137_R1_001.fastq.gz,forward
136,/data03/bio/rogachev_human/stool/136_S137_R2_001.fastq.gz,reverse
137,/data03/bio/rogachev_human/stool/137_S50_R1_001.fastq.gz,forward
137,/data03/bio/rogachev_human/stool/137_S50_R2_001.fastq.gz,reverse
138,/data03/bio/rogachev_human/stool/138_S138_R1_001.fastq.gz,forward
138,/data03/bio/rogachev_human/stool/138_S138_R2_001.fastq.gz,reverse
139,/data03/bio/rogachev_human/stool/139_S139_R1_001.fastq.gz,forward
139,/data03/bio/rogachev_human/stool/139_S139_R2_001.fastq.gz,reverse
14,/data03/bio/rogachev_human/stool/14_S91_R1_001.fastq.gz,forward
14,/data03/bio/rogachev_human/stool/14_S91_R2_001.fastq.gz,reverse
140-1,/data03/bio/rogachev_human/stool/140_S140_R1_001.fastq.gz,forward
140-1,/data03/bio/rogachev_human/stool/140_S140_R2_001.fastq.gz,reverse
140,/data03/bio/rogachev_human/stool/140_S8_R1_001.fastq.gz,forward
140,/data03/bio/rogachev_human/stool/140_S8_R2_001.fastq.gz,reverse
141,/data03/bio/rogachev_human/stool/141_S141_R1_001.fastq.gz,forward
141,/data03/bio/rogachev_human/stool/141_S141_R2_001.fastq.gz,reverse
142,/data03/bio/rogachev_human/stool/142_S142_R1_001.fastq.gz,forward
142,/data03/bio/rogachev_human/stool/142_S142_R2_001.fastq.gz,reverse
143,/data03/bio/rogachev_human/stool/143_S143_R1_001.fastq.gz,forward
143,/data03/bio/rogachev_human/stool/143_S143_R2_001.fastq.gz,reverse
144,/data03/bio/rogachev_human/stool/144_S51_R1_001.fastq.gz,forward
144,/data03/bio/rogachev_human/stool/144_S51_R2_001.fastq.gz,reverse
145,/data03/bio/rogachev_human/stool/145_S52_R1_001.fastq.gz,forward
145,/data03/bio/rogachev_human/stool/145_S52_R2_001.fastq.gz,reverse
146,/data03/bio/rogachev_human/stool/146_S144_R1_001.fastq.gz,forward
146,/data03/bio/rogachev_human/stool/146_S144_R2_001.fastq.gz,reverse
147,/data03/bio/rogachev_human/stool/147_S145_R1_001.fastq.gz,forward
147,/data03/bio/rogachev_human/stool/147_S145_R2_001.fastq.gz,reverse
148,/data03/bio/rogachev_human/stool/148_S146_R1_001.fastq.gz,forward
148,/data03/bio/rogachev_human/stool/148_S146_R2_001.fastq.gz,reverse
15,/data03/bio/rogachev_human/stool/15_S98_R1_001.fastq.gz,forward
15,/data03/bio/rogachev_human/stool/15_S98_R2_001.fastq.gz,reverse
150,/data03/bio/rogachev_human/stool/150_S147_R1_001.fastq.gz,forward
150,/data03/bio/rogachev_human/stool/150_S147_R2_001.fastq.gz,reverse
151,/data03/bio/rogachev_human/stool/151_S53_R1_001.fastq.gz,forward
151,/data03/bio/rogachev_human/stool/151_S53_R2_001.fastq.gz,reverse
152,/data03/bio/rogachev_human/stool/152_S9_R1_001.fastq.gz,forward
152,/data03/bio/rogachev_human/stool/152_S9_R2_001.fastq.gz,reverse
153,/data03/bio/rogachev_human/stool/153_S148_R1_001.fastq.gz,forward
153,/data03/bio/rogachev_human/stool/153_S148_R2_001.fastq.gz,reverse
154,/data03/bio/rogachev_human/stool/154_S149_R1_001.fastq.gz,forward
154,/data03/bio/rogachev_human/stool/154_S149_R2_001.fastq.gz,reverse
155,/data03/bio/rogachev_human/stool/155_S150_R1_001.fastq.gz,forward
155,/data03/bio/rogachev_human/stool/155_S150_R2_001.fastq.gz,reverse
156,/data03/bio/rogachev_human/stool/156_S54_R1_001.fastq.gz,forward
156,/data03/bio/rogachev_human/stool/156_S54_R2_001.fastq.gz,reverse
157,/data03/bio/rogachev_human/stool/157_S151_R1_001.fastq.gz,forward
157,/data03/bio/rogachev_human/stool/157_S151_R2_001.fastq.gz,reverse
159,/data03/bio/rogachev_human/stool/159_S152_R1_001.fastq.gz,forward
159,/data03/bio/rogachev_human/stool/159_S152_R2_001.fastq.gz,reverse
16,/data03/bio/rogachev_human/stool/16_S92_R1_001.fastq.gz,forward
16,/data03/bio/rogachev_human/stool/16_S92_R2_001.fastq.gz,reverse
160,/data03/bio/rogachev_human/stool/160_S55_R1_001.fastq.gz,forward
160,/data03/bio/rogachev_human/stool/160_S55_R2_001.fastq.gz,reverse
161,/data03/bio/rogachev_human/stool/161_S153_R1_001.fastq.gz,forward
161,/data03/bio/rogachev_human/stool/161_S153_R2_001.fastq.gz,reverse
163,/data03/bio/rogachev_human/stool/163_S154_R1_001.fastq.gz,forward
163,/data03/bio/rogachev_human/stool/163_S154_R2_001.fastq.gz,reverse
164,/data03/bio/rogachev_human/stool/164_S155_R1_001.fastq.gz,forward
164,/data03/bio/rogachev_human/stool/164_S155_R2_001.fastq.gz,reverse
165,/data03/bio/rogachev_human/stool/165_S10_R1_001.fastq.gz,forward
165,/data03/bio/rogachev_human/stool/165_S10_R2_001.fastq.gz,reverse
166,/data03/bio/rogachev_human/stool/166_S156_R1_001.fastq.gz,forward
166,/data03/bio/rogachev_human/stool/166_S156_R2_001.fastq.gz,reverse
167,/data03/bio/rogachev_human/stool/167_S56_R1_001.fastq.gz,forward
167,/data03/bio/rogachev_human/stool/167_S56_R2_001.fastq.gz,reverse
168,/data03/bio/rogachev_human/stool/168_S117_R1_001.fastq.gz,forward
168,/data03/bio/rogachev_human/stool/168_S117_R2_001.fastq.gz,reverse
169,/data03/bio/rogachev_human/stool/169_S57_R1_001.fastq.gz,forward
169,/data03/bio/rogachev_human/stool/169_S57_R2_001.fastq.gz,reverse
17,/data03/bio/rogachev_human/stool/17_S3_R1_001.fastq.gz,forward
17,/data03/bio/rogachev_human/stool/17_S3_R2_001.fastq.gz,reverse
170,/data03/bio/rogachev_human/stool/170_S157_R1_001.fastq.gz,forward
170,/data03/bio/rogachev_human/stool/170_S157_R2_001.fastq.gz,reverse
172,/data03/bio/rogachev_human/stool/172_S58_R1_001.fastq.gz,forward
172,/data03/bio/rogachev_human/stool/172_S58_R2_001.fastq.gz,reverse
173,/data03/bio/rogachev_human/stool/173_S11_R1_001.fastq.gz,forward
173,/data03/bio/rogachev_human/stool/173_S11_R2_001.fastq.gz,reverse
174,/data03/bio/rogachev_human/stool/174_S158_R1_001.fastq.gz,forward
174,/data03/bio/rogachev_human/stool/174_S158_R2_001.fastq.gz,reverse
175,/data03/bio/rogachev_human/stool/175_S159_R1_001.fastq.gz,forward
175,/data03/bio/rogachev_human/stool/175_S159_R2_001.fastq.gz,reverse
176,/data03/bio/rogachev_human/stool/176_S59_R1_001.fastq.gz,forward
176,/data03/bio/rogachev_human/stool/176_S59_R2_001.fastq.gz,reverse
177,/data03/bio/rogachev_human/stool/177_S60_R1_001.fastq.gz,forward
177,/data03/bio/rogachev_human/stool/177_S60_R2_001.fastq.gz,reverse
178,/data03/bio/rogachev_human/stool/178_S131_R1_001.fastq.gz,forward
178,/data03/bio/rogachev_human/stool/178_S131_R2_001.fastq.gz,reverse
179,/data03/bio/rogachev_human/stool/179_S160_R1_001.fastq.gz,forward
179,/data03/bio/rogachev_human/stool/179_S160_R2_001.fastq.gz,reverse
18,/data03/bio/rogachev_human/stool/18_S93_R1_001.fastq.gz,forward
18,/data03/bio/rogachev_human/stool/18_S93_R2_001.fastq.gz,reverse
180,/data03/bio/rogachev_human/stool/180_S161_R1_001.fastq.gz,forward
180,/data03/bio/rogachev_human/stool/180_S161_R2_001.fastq.gz,reverse
181,/data03/bio/rogachev_human/stool/181_S61_R1_001.fastq.gz,forward
181,/data03/bio/rogachev_human/stool/181_S61_R2_001.fastq.gz,reverse
182,/data03/bio/rogachev_human/stool/182_S62_R1_001.fastq.gz,forward
182,/data03/bio/rogachev_human/stool/182_S62_R2_001.fastq.gz,reverse
183,/data03/bio/rogachev_human/stool/183_S162_R1_001.fastq.gz,forward
183,/data03/bio/rogachev_human/stool/183_S162_R2_001.fastq.gz,reverse
184,/data03/bio/rogachev_human/stool/184_S163_R1_001.fastq.gz,forward
184,/data03/bio/rogachev_human/stool/184_S163_R2_001.fastq.gz,reverse
185,/data03/bio/rogachev_human/stool/185_S118_R1_001.fastq.gz,forward
185,/data03/bio/rogachev_human/stool/185_S118_R2_001.fastq.gz,reverse
186,/data03/bio/rogachev_human/stool/186_S164_R1_001.fastq.gz,forward
186,/data03/bio/rogachev_human/stool/186_S164_R2_001.fastq.gz,reverse
187,/data03/bio/rogachev_human/stool/187_S63_R1_001.fastq.gz,forward
187,/data03/bio/rogachev_human/stool/187_S63_R2_001.fastq.gz,reverse
188,/data03/bio/rogachev_human/stool/188_S64_R1_001.fastq.gz,forward
188,/data03/bio/rogachev_human/stool/188_S64_R2_001.fastq.gz,reverse
189,/data03/bio/rogachev_human/stool/189_S119_R1_001.fastq.gz,forward
189,/data03/bio/rogachev_human/stool/189_S119_R2_001.fastq.gz,reverse
19,/data03/bio/rogachev_human/stool/19_S94_R1_001.fastq.gz,forward
19,/data03/bio/rogachev_human/stool/19_S94_R2_001.fastq.gz,reverse
190,/data03/bio/rogachev_human/stool/190_S165_R1_001.fastq.gz,forward
190,/data03/bio/rogachev_human/stool/190_S165_R2_001.fastq.gz,reverse
191,/data03/bio/rogachev_human/stool/191_S65_R1_001.fastq.gz,forward
191,/data03/bio/rogachev_human/stool/191_S65_R2_001.fastq.gz,reverse
192,/data03/bio/rogachev_human/stool/192_S66_R1_001.fastq.gz,forward
192,/data03/bio/rogachev_human/stool/192_S66_R2_001.fastq.gz,reverse
193,/data03/bio/rogachev_human/stool/193_S116_R1_001.fastq.gz,forward
193,/data03/bio/rogachev_human/stool/193_S116_R2_001.fastq.gz,reverse
194,/data03/bio/rogachev_human/stool/194_S117_R1_001.fastq.gz,forward
194,/data03/bio/rogachev_human/stool/194_S117_R2_001.fastq.gz,reverse
195,/data03/bio/rogachev_human/stool/195_S118_R1_001.fastq.gz,forward
195,/data03/bio/rogachev_human/stool/195_S118_R2_001.fastq.gz,reverse
196,/data03/bio/rogachev_human/stool/196_S67_R1_001.fastq.gz,forward
196,/data03/bio/rogachev_human/stool/196_S67_R2_001.fastq.gz,reverse
197,/data03/bio/rogachev_human/stool/197_S68_R1_001.fastq.gz,forward
197,/data03/bio/rogachev_human/stool/197_S68_R2_001.fastq.gz,reverse
199,/data03/bio/rogachev_human/stool/199_S119_R1_001.fastq.gz,forward
199,/data03/bio/rogachev_human/stool/199_S119_R2_001.fastq.gz,reverse
2,/data03/bio/rogachev_human/stool/2_S84_R1_001.fastq.gz,forward
2,/data03/bio/rogachev_human/stool/2_S84_R2_001.fastq.gz,reverse
20,/data03/bio/rogachev_human/stool/20_S95_R1_001.fastq.gz,forward
20,/data03/bio/rogachev_human/stool/20_S95_R2_001.fastq.gz,reverse
200,/data03/bio/rogachev_human/stool/200_S120_R1_001.fastq.gz,forward
200,/data03/bio/rogachev_human/stool/200_S120_R2_001.fastq.gz,reverse
201,/data03/bio/rogachev_human/stool/201_S12_R1_001.fastq.gz,forward
201,/data03/bio/rogachev_human/stool/201_S12_R2_001.fastq.gz,reverse
202,/data03/bio/rogachev_human/stool/202_S13_R1_001.fastq.gz,forward
202,/data03/bio/rogachev_human/stool/202_S13_R2_001.fastq.gz,reverse
203,/data03/bio/rogachev_human/stool/203_S14_R1_001.fastq.gz,forward
203,/data03/bio/rogachev_human/stool/203_S14_R2_001.fastq.gz,reverse
204,/data03/bio/rogachev_human/stool/204_S15_R1_001.fastq.gz,forward
204,/data03/bio/rogachev_human/stool/204_S15_R2_001.fastq.gz,reverse
205,/data03/bio/rogachev_human/stool/205_S16_R1_001.fastq.gz,forward
205,/data03/bio/rogachev_human/stool/205_S16_R2_001.fastq.gz,reverse
206,/data03/bio/rogachev_human/stool/206_S17_R1_001.fastq.gz,forward
206,/data03/bio/rogachev_human/stool/206_S17_R2_001.fastq.gz,reverse
207,/data03/bio/rogachev_human/stool/207_S18_R1_001.fastq.gz,forward
207,/data03/bio/rogachev_human/stool/207_S18_R2_001.fastq.gz,reverse
208,/data03/bio/rogachev_human/stool/208_S19_R1_001.fastq.gz,forward
208,/data03/bio/rogachev_human/stool/208_S19_R2_001.fastq.gz,reverse
209,/data03/bio/rogachev_human/stool/209_S20_R1_001.fastq.gz,forward
209,/data03/bio/rogachev_human/stool/209_S20_R2_001.fastq.gz,reverse
21,/data03/bio/rogachev_human/stool/21_S96_R1_001.fastq.gz,forward
21,/data03/bio/rogachev_human/stool/21_S96_R2_001.fastq.gz,reverse
210,/data03/bio/rogachev_human/stool/210_S21_R1_001.fastq.gz,forward
210,/data03/bio/rogachev_human/stool/210_S21_R2_001.fastq.gz,reverse
211,/data03/bio/rogachev_human/stool/211_S22_R1_001.fastq.gz,forward
211,/data03/bio/rogachev_human/stool/211_S22_R2_001.fastq.gz,reverse
212,/data03/bio/rogachev_human/stool/212_S23_R1_001.fastq.gz,forward
212,/data03/bio/rogachev_human/stool/212_S23_R2_001.fastq.gz,reverse
22,/data03/bio/rogachev_human/stool/22_S99_R1_001.fastq.gz,forward
22,/data03/bio/rogachev_human/stool/22_S99_R2_001.fastq.gz,reverse
23,/data03/bio/rogachev_human/stool/23_S97_R1_001.fastq.gz,forward
23,/data03/bio/rogachev_human/stool/23_S97_R2_001.fastq.gz,reverse
24,/data03/bio/rogachev_human/stool/24_S98_R1_001.fastq.gz,forward
24,/data03/bio/rogachev_human/stool/24_S98_R2_001.fastq.gz,reverse
25,/data03/bio/rogachev_human/stool/25_S4_R1_001.fastq.gz,forward
25,/data03/bio/rogachev_human/stool/25_S4_R2_001.fastq.gz,reverse
26,/data03/bio/rogachev_human/stool/26_S99_R1_001.fastq.gz,forward
26,/data03/bio/rogachev_human/stool/26_S99_R2_001.fastq.gz,reverse
27,/data03/bio/rogachev_human/stool/27_S100_R1_001.fastq.gz,forward
27,/data03/bio/rogachev_human/stool/27_S100_R2_001.fastq.gz,reverse
28,/data03/bio/rogachev_human/stool/28_S101_R1_001.fastq.gz,forward
28,/data03/bio/rogachev_human/stool/28_S101_R2_001.fastq.gz,reverse
280,/data03/bio/rogachev_human/stool/280_S24_R1_001.fastq.gz,forward
280,/data03/bio/rogachev_human/stool/280_S24_R2_001.fastq.gz,reverse
281,/data03/bio/rogachev_human/stool/281_S25_R1_001.fastq.gz,forward
281,/data03/bio/rogachev_human/stool/281_S25_R2_001.fastq.gz,reverse
283,/data03/bio/rogachev_human/stool/283_S26_R1_001.fastq.gz,forward
283,/data03/bio/rogachev_human/stool/283_S26_R2_001.fastq.gz,reverse
284,/data03/bio/rogachev_human/stool/284_S27_R1_001.fastq.gz,forward
284,/data03/bio/rogachev_human/stool/284_S27_R2_001.fastq.gz,reverse
29,/data03/bio/rogachev_human/stool/29_S102_R1_001.fastq.gz,forward
29,/data03/bio/rogachev_human/stool/29_S102_R2_001.fastq.gz,reverse
3,/data03/bio/rogachev_human/stool/3_S85_R1_001.fastq.gz,forward
3,/data03/bio/rogachev_human/stool/3_S85_R2_001.fastq.gz,reverse
30,/data03/bio/rogachev_human/stool/30_S103_R1_001.fastq.gz,forward
30,/data03/bio/rogachev_human/stool/30_S103_R2_001.fastq.gz,reverse
301,/data03/bio/rogachev_human/stool/301_S28_R1_001.fastq.gz,forward
301,/data03/bio/rogachev_human/stool/301_S28_R2_001.fastq.gz,reverse
302,/data03/bio/rogachev_human/stool/302_S1_R1_001.fastq.gz,forward
302,/data03/bio/rogachev_human/stool/302_S1_R2_001.fastq.gz,reverse
304,/data03/bio/rogachev_human/stool/304_S2_R1_001.fastq.gz,forward
304,/data03/bio/rogachev_human/stool/304_S2_R2_001.fastq.gz,reverse
305,/data03/bio/rogachev_human/stool/305_S29_R1_001.fastq.gz,forward
305,/data03/bio/rogachev_human/stool/305_S29_R2_001.fastq.gz,reverse
306,/data03/bio/rogachev_human/stool/306_S3_R1_001.fastq.gz,forward
306,/data03/bio/rogachev_human/stool/306_S3_R2_001.fastq.gz,reverse
307,/data03/bio/rogachev_human/stool/307_S4_R1_001.fastq.gz,forward
307,/data03/bio/rogachev_human/stool/307_S4_R2_001.fastq.gz,reverse
308,/data03/bio/rogachev_human/stool/308_S5_R1_001.fastq.gz,forward
308,/data03/bio/rogachev_human/stool/308_S5_R2_001.fastq.gz,reverse
309,/data03/bio/rogachev_human/stool/309_S6_R1_001.fastq.gz,forward
309,/data03/bio/rogachev_human/stool/309_S6_R2_001.fastq.gz,reverse
31,/data03/bio/rogachev_human/stool/31_S100_R1_001.fastq.gz,forward
31,/data03/bio/rogachev_human/stool/31_S100_R2_001.fastq.gz,reverse
310,/data03/bio/rogachev_human/stool/310_S30_R1_001.fastq.gz,forward
310,/data03/bio/rogachev_human/stool/310_S30_R2_001.fastq.gz,reverse
311,/data03/bio/rogachev_human/stool/311_S7_R1_001.fastq.gz,forward
311,/data03/bio/rogachev_human/stool/311_S7_R2_001.fastq.gz,reverse
312,/data03/bio/rogachev_human/stool/312_S8_R1_001.fastq.gz,forward
312,/data03/bio/rogachev_human/stool/312_S8_R2_001.fastq.gz,reverse
313,/data03/bio/rogachev_human/stool/313_S9_R1_001.fastq.gz,forward
313,/data03/bio/rogachev_human/stool/313_S9_R2_001.fastq.gz,reverse
314,/data03/bio/rogachev_human/stool/314_S10_R1_001.fastq.gz,forward
314,/data03/bio/rogachev_human/stool/314_S10_R2_001.fastq.gz,reverse
315,/data03/bio/rogachev_human/stool/315_S11_R1_001.fastq.gz,forward
315,/data03/bio/rogachev_human/stool/315_S11_R2_001.fastq.gz,reverse
317,/data03/bio/rogachev_human/stool/317_S31_R1_001.fastq.gz,forward
317,/data03/bio/rogachev_human/stool/317_S31_R2_001.fastq.gz,reverse
318,/data03/bio/rogachev_human/stool/318_S12_R1_001.fastq.gz,forward
318,/data03/bio/rogachev_human/stool/318_S12_R2_001.fastq.gz,reverse
319,/data03/bio/rogachev_human/stool/319_S13_R1_001.fastq.gz,forward
319,/data03/bio/rogachev_human/stool/319_S13_R2_001.fastq.gz,reverse
32,/data03/bio/rogachev_human/stool/32_S5_R1_001.fastq.gz,forward
32,/data03/bio/rogachev_human/stool/32_S5_R2_001.fastq.gz,reverse
320,/data03/bio/rogachev_human/stool/320_S14_R1_001.fastq.gz,forward
320,/data03/bio/rogachev_human/stool/320_S14_R2_001.fastq.gz,reverse
321,/data03/bio/rogachev_human/stool/321_S15_R1_001.fastq.gz,forward
321,/data03/bio/rogachev_human/stool/321_S15_R2_001.fastq.gz,reverse
323,/data03/bio/rogachev_human/stool/323_S16_R1_001.fastq.gz,forward
